net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Apollolaan,7604EJ,7604EJ,ALMELO,14,64.29,100.0,71,3x25,3623,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Apollolaan,7604EK,7604EK,ALMELO,12,83.33,100.0,50,1x25,3643,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mendelssohnstraat,7604EL,7604EN,ALMELO,30,86.67,100.0,47,1x35,3380,96.67,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bachlaan,7604EP,7604EP,ALMELO,17,82.35,100.0,53,3x25,4793,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Von Weberstraat,7604ER,7604EV,ALMELO,35,91.43,100.0,51,1x35,3677,94.29,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Handelstraat,7604EW,7604EX,ALMELO,22,95.45,100.0,45,1x35,2532,95.45,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Schumannstraat,7604EZ,7604EZ,ALMELO,12,91.67,100.0,50,1x35,3124,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Telemannstraat,7604GA,7604GA,ALMELO,11,54.55,100.0,36,1x35,2050,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Telemannstraat,7604GB,7604GB,ALMELO,11,90.91,100.0,82,1x35,3034,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Beethovenlaan,7604GC,7604GC,ALMELO,10,100.0,100.0,90,1x35,5295,90.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Beethovenlaan,7604GD,7604GD,ALMELO,59,100.0,100.0,100,1x35,1596,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Beethovenlaan,7604GE,7604GG,ALMELO,37,91.89,100.0,84,1x35,2637,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Schubertstraat,7604GH,7604GH,ALMELO,12,91.67,100.0,92,1x35,2229,91.67,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Schubertstraat,7604GJ,7604GJ,ALMELO,12,91.67,100.0,75,1x35,2857,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mozartstraat,7604GM,7604GM,ALMELO,18,100.0,100.0,94,1x35,2600,88.89,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mozartstraat,7604GN,7604GP,ALMELO,25,96.0,100.0,68,1x35,2220,96.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mozartstraat,7604GR,7604GR,ALMELO,19,100.0,100.0,53,1x25,1676,94.74,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mozartstraat,7604GS,7604GS,ALMELO,20,100.0,100.0,70,1x25,2123,90.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mozartstraat,7604GT,7604GT,ALMELO,18,100.0,100.0,67,1x25,1720,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mozartstraat,7604GV,7604GV,ALMELO,19,100.0,100.0,74,1x25,2027,89.47,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mozartstraat,7604GW,7604GW,ALMELO,18,100.0,100.0,67,1x25,1452,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mozartstraat,7604GX,7604GX,ALMELO,19,100.0,100.0,47,1x35,2168,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mozartstraat,7604GZ,7604GZ,ALMELO,18,100.0,100.0,56,1x35,2026,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haydnlaan,7604HA,7604HA,ALMELO,17,94.12,100.0,71,1x35,2897,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mahlerstraat,7604HB,7604HB,ALMELO,16,100.0,100.0,75,1x35,2400,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mahlerstraat,7604HC,7604HD,ALMELO,24,100.0,100.0,58,1x35,2759,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Brucknerstraat,7604HE,7604HE,ALMELO,20,95.0,100.0,95,1x35,2264,95.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Brucknerstraat,7604HG,7604HG,ALMELO,20,100.0,100.0,100,1x35,2354,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Lisztstraat,7604HH,7604HH,ALMELO,16,100.0,100.0,88,1x35,3083,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Lisztstraat,7604HJ,7604HJ,ALMELO,20,100.0,100.0,90,1x35,2863,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Strauszstraat,7604HK,7604HK,ALMELO,16,100.0,100.0,88,1x35,3307,93.75,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Strauszstraat,7604HL,7604HL,ALMELO,20,90.0,100.0,95,1x35,2464,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Strauszstraat,7604HM,7604HM,ALMELO,16,100.0,100.0,94,1x35,2155,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Aalderinkssingel,7604HN,7604HP,ALMELO,22,100.0,90.91,77,1x35,2444,90.91,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Duparcstraat,7604HR,7604HR,ALMELO,22,100.0,100.0,100,1x35,3184,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Berliozstraat,7604HS,7604HS,ALMELO,12,100.0,100.0,75,1x35,2892,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bizetstraat,7604HT,7604HT,ALMELO,12,100.0,100.0,100,1x35,2729,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bizetstraat,7604HV,7604HV,ALMELO,23,100.0,100.0,83,1x35,2227,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Debussystraat,7604HW,7604HW,ALMELO,12,100.0,100.0,92,1x35,2778,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Debussystraat,7604HX,7604HX,ALMELO,12,100.0,100.0,100,1x35,2809,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Ravelstraat,7604HZ,7604HZ,ALMELO,23,95.65,100.0,74,1x35,1897,95.65,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Paganinistraat,7604JA,7604JA,ALMELO,10,100.0,100.0,90,1x35,1977,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Paganinistraat,7604JB,7604JB,ALMELO,20,100.0,100.0,85,1x35,2441,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Paganinistraat,7604JC,7604JC,ALMELO,23,100.0,100.0,70,1x35,2434,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Griegstraat,7604JD,7604JD,ALMELO,31,100.0,93.55,81,1x35,2169,96.77,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Cesar Franckstraat,7604JG,7604JG,ALMELO,26,100.0,100.0,92,1x35,2555,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Chopinstraat,7604JH,7604JH,ALMELO,21,100.0,100.0,67,1x35,2470,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Chopinstraat,7604JJ,7604JK,ALMELO,30,96.67,100.0,90,1x35,3110,96.67,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rossinistraat,7604JL,7604JL,ALMELO,31,96.77,100.0,94,1x35,2004,83.87,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rossinistraat,7604JM,7604JM,ALMELO,24,100.0,100.0,75,1x35,2448,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Donizettistraat,7604JN,7604JN,ALMELO,22,100.0,100.0,86,1x35,3083,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bellinistraat,7604JP,7604JP,ALMELO,28,100.0,100.0,71,1x35,2530,96.43,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bellinistraat,7604JR,7604JR,ALMELO,23,100.0,100.0,48,1x25,2577,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Palestrinastraat,7604JS,7604JS,ALMELO,22,100.0,95.45,95,1x35,2911,95.45,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Verdilaan,7604JV,7604JV,ALMELO,46,100.0,100.0,96,1x35,2970,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Verdilaan,7604JW,7604JW,ALMELO,54,100.0,100.0,94,1x35,2790,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Karelia,7604KA,7604KA,ALMELO,85,100.0,100.0,92,1x35,2842,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Sibeliusstraat,7604KB,7604KB,ALMELO,17,100.0,100.0,88,1x35,2190,94.12,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Sibeliusstraat,7604KC,7604KC,ALMELO,16,100.0,100.0,94,1x35,3646,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Sibeliusstraat,7604KD,7604KE,ALMELO,17,88.24,100.0,100,1x35,3306,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Kalevala,7604KG,7604KG,ALMELO,11,90.91,100.0,91,1x35,2894,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Tapiola,7604KH,7604KT,ALMELO,23,95.65,100.0,52,1x35,4839,95.65,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Catharina van Renneslaan,7604KV,7604KV,ALMELO,72,100.0,100.0,86,1x35,3295,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Pijperstraat,7604KW,7604KW,ALMELO,12,91.67,100.0,50,1x25,3130,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Pijperstraat,7604KX,7604KZ,ALMELO,22,100.0,100.0,64,1x25,2678,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nieuwe Gravenweg,7604PA,7604PC,ALMELO,27,81.48,96.3,67,3x25,5881,92.59,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bellinkhofsdwarsweg,7604PD,7604PJ,ALMELO,30,100.0,96.67,60,3x25,9541,93.33,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Buitenhaven Westzijde,7604PK,7604PN,ALMELO,21,85.71,100.0,62,3x25,6738,80.95,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Klinkerweg,7604PR,7604PW,ALMELO,37,100.0,89.19,46,3x25,10119,89.19,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Steenweg,7604PX,7604SG,ALMELO,13,92.31,100.0,69,1x35,11685,92.31,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Smetanastraat,7604SH,7604SH,ALMELO,19,100.0,100.0,84,1x35,2049,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Smetanastraat,7604SJ,7604SJ,ALMELO,23,91.3,100.0,74,1x35,2361,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Leharstraat,7604SK,7604SK,ALMELO,12,100.0,100.0,92,1x35,3308,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Leharstraat,7604SL,7604SL,ALMELO,10,100.0,100.0,100,1x35,3099,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bartokstraat,7604SM,7604SM,ALMELO,10,100.0,100.0,90,1x35,3221,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bartokstraat,7604SN,7604SN,ALMELO,19,100.0,94.74,53,1x35,1677,94.74,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bartokstraat,7604SP,7604SP,ALMELO,24,100.0,100.0,67,1x35,2036,91.67,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Strawinskystraat,7604SR,7604SR,ALMELO,12,100.0,100.0,100,1x35,2674,75.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Strawinskystraat,7604ST,7604ST,ALMELO,10,100.0,100.0,100,1x35,3296,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rachmaninofstraat,7604SV,7604SV,ALMELO,10,100.0,100.0,90,1x35,3261,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rachmaninofstraat,7604SW,7604SW,ALMELO,30,100.0,96.67,87,1x35,2289,96.67,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Tsjaikowskystraat,7604SX,7604SX,ALMELO,22,95.45,100.0,100,1x35,2871,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Tsjaikowskystraat,7604SZ,7604SZ,ALMELO,10,100.0,100.0,100,1x35,2462,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Schaepmanlaan,7604TG,7604TG,ALMELO,15,100.0,100.0,80,1x35,2580,93.33,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Schaepmanlaan,7604TH,7604TJ,ALMELO,24,100.0,95.83,83,1x35,2515,87.5,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Treubstraat,7604TK,7604TK,ALMELO,21,100.0,95.24,81,1x35,1885,90.48,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Treubstraat,7604TL,7604TP,ALMELO,34,97.06,100.0,79,1x35,3357,94.12,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Parallelweg,7604TR,7604TS,ALMELO,24,95.83,100.0,75,1x35,2949,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Parallelweg,7604TT,7604TT,ALMELO,16,100.0,100.0,50,1x35,2666,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Parallelweg,7604TV,7604TV,ALMELO,15,100.0,100.0,47,1x25,3663,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Parallelweg,7604TW,7604TW,ALMELO,22,90.91,100.0,55,1x25,3071,95.45,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Parallelweg,7604TX,7604TX,ALMELO,19,100.0,94.74,58,1x35,2783,89.47,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Parallelweg,7604TZ,7604VE,ALMELO,22,100.0,77.27,100,1x35,2477,95.45,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Aalbersehof,7604VG,7604VH,ALMELO,18,100.0,100.0,94,1x35,3607,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Talmahof,7604VJ,7604VJ,ALMELO,13,100.0,100.0,100,1x35,3463,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Talmahof,7604VK,7604VK,ALMELO,13,100.0,100.0,100,1x35,2458,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Arienshof,7604VL,7604VN,ALMELO,25,100.0,100.0,88,1x35,2754,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Troelstralaan,7604VP,7604VX,ALMELO,21,100.0,100.0,86,1x35,3170,95.24,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Kalkovenweg,7604VZ,7604VZ,ALMELO,11,100.0,100.0,100,1x35,2733,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wibauthof,7604XA,7604XA,ALMELO,16,100.0,100.0,100,1x35,2475,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Van Houtenhof,7604XB,7604XB,ALMELO,16,100.0,100.0,100,1x35,2666,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Domela Nieuwenhuishof,7604XD,7604XH,ALMELO,35,100.0,100.0,83,1x35,3955,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Thorbeckelaan,7604XK,7604XK,ALMELO,22,100.0,100.0,86,1x35,2414,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Thorbeckelaan,7604XL,7604XL,ALMELO,21,100.0,100.0,76,1x35,1417,95.24,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Thorbeckelaan,7604XM,7604XM,ALMELO,21,100.0,100.0,100,1x35,1637,95.24,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Thorbeckelaan,7604XN,7604XN,ALMELO,21,100.0,100.0,71,1x35,1635,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Thorbeckelaan,7604XP,7604XP,ALMELO,23,100.0,100.0,70,1x35,2463,82.61,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Thorbeckelaan,7604XS,7604XS,ALMELO,30,100.0,100.0,90,1x35,2769,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Kersenstraat,7604XT,7604XT,ALMELO,28,100.0,100.0,89,1x35,1928,96.43,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Appelstraat,7604XV,7604XV,ALMELO,13,100.0,76.92,69,1x35,1923,84.62,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Perenstraat,7604XW,7604XZ,ALMELO,23,100.0,95.65,61,1x35,3768,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nieuwstraat,7605AA,7605AB,ALMELO,27,100.0,100.0,48,1x35,10018,88.89,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nieuwstraat,7605AC,7605AC,ALMELO,17,100.0,100.0,65,1x35,3721,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nieuwstraat,7605AD,7605AD,ALMELO,18,100.0,94.44,44,1x35,5430,83.33,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nieuwstraat,7605AE,7605AE,ALMELO,18,100.0,100.0,67,1x35,3716,88.89,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nieuwstraat,7605AG,7605AG,ALMELO,18,100.0,94.44,50,1x35,5986,94.44,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nieuwstraat,7605AH,7605AH,ALMELO,16,100.0,100.0,44,3x25,4726,93.75,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nieuwstraat,7605AJ,7605AJ,ALMELO,15,93.33,100.0,40,1x35,5732,93.33,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nieuwstraat,7605AK,7605AK,ALMELO,16,100.0,100.0,56,1x35,5544,93.75,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nieuwstraat,7605AL,7605AL,ALMELO,12,100.0,100.0,92,1x35,2802,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Knoopshofte,7605AM,7605AM,ALMELO,11,100.0,100.0,45,1x35,3073,90.91,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Knoopshofte,7605AN,7605AR,ALMELO,27,96.3,77.78,33,3x25,12092,81.48,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rohofstraat,7605AS,7605AS,ALMELO,32,100.0,100.0,69,1x35,2342,93.75,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rohofstraat,7605AT,7605AT,ALMELO,22,90.91,95.45,55,1x35,6519,86.36,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rohofstraat,7605AV,7605AW,ALMELO,25,96.0,92.0,56,1x35,5074,92.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rohofstraat,7605AX,7605AX,ALMELO,23,100.0,95.65,61,1x35,3821,86.96,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Gravenstraat,7605BA,7605BB,ALMELO,23,100.0,100.0,57,1x25,2346,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Gravenstraat,7605BC,7605BC,ALMELO,19,100.0,100.0,47,1x25,3778,94.74,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Witvoetenstraat,7605BD,7605BD,ALMELO,18,100.0,100.0,67,1x35,3109,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Witvoetenstraat,7605BE,7605BE,ALMELO,18,100.0,100.0,78,1x35,2162,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Merelstraat,7605BG,7605BG,ALMELO,14,64.29,100.0,93,1x35,2245,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Merelstraat,7605BH,7605BH,ALMELO,18,72.22,100.0,94,1x35,2497,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nachtegaalstraat,7605BJ,7605BJ,ALMELO,19,94.74,100.0,58,1x35,3943,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nachtegaalstraat,7605BK,7605BK,ALMELO,18,100.0,94.44,61,1x35,4469,88.89,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nachtegaalstraat,7605BL,7605BL,ALMELO,19,100.0,100.0,95,1x35,3427,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nachtegaalstraat,7605BM,7605BM,ALMELO,19,100.0,100.0,89,1x35,3846,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nachtegaalstraat,7605BN,7605BN,ALMELO,15,100.0,100.0,60,1x35,2704,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nachtegaalstraat,7605BP,7605BP,ALMELO,21,100.0,100.0,71,1x35,3112,95.24,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Nachtegaalstraat,7605BR,7605BR,ALMELO,18,100.0,94.44,72,1x35,6467,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Peppelstraat,7605CA,7605CA,ALMELO,16,100.0,100.0,94,1x35,2445,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Lindestraat,7605CB,7605CB,ALMELO,22,100.0,100.0,77,1x35,2894,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Lindestraat,7605CC,7605CD,ALMELO,28,100.0,100.0,89,1x35,2855,89.29,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wondestraat,7605CE,7605CE,ALMELO,18,100.0,100.0,89,1x35,3693,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wondestraat,7605CG,7605CG,ALMELO,19,100.0,100.0,89,1x35,3005,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wondestraat,7605CH,7605CH,ALMELO,22,95.45,100.0,100,1x35,3302,95.45,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wondestraat,7605CJ,7605CJ,ALMELO,12,100.0,100.0,58,1x35,2944,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Olmstraat,7605CK,7605CK,ALMELO,13,84.62,100.0,100,1x35,2982,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Olmstraat,7605CL,7605CL,ALMELO,17,94.12,100.0,76,1x35,2936,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wondedwarsweg,7605CM,7605CM,ALMELO,56,100.0,100.0,91,1x35,2708,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Platanenstraat,7605CP,7605CP,ALMELO,20,100.0,100.0,90,1x35,3900,90.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Platanenstraat,7605CR,7605CS,ALMELO,16,100.0,100.0,75,1x35,3144,93.75,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Prinsenkampsweg,7605CT,7605CT,ALMELO,14,92.86,92.86,43,3x25,2954,78.57,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Prinsenkampsweg,7605CV,7605CV,ALMELO,17,94.12,100.0,65,1x35,2827,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Prinsenkampsweg,7605CW,7605CW,ALMELO,18,94.44,100.0,78,1x35,3239,94.44,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Melkweg,7605CX,7605CX,ALMELO,18,94.44,100.0,78,1x35,2903,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Vlierstraat,7605CZ,7605DA,ALMELO,33,100.0,100.0,100,1x35,2077,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,J.B. van Loghemstraat,7605DB,7605DB,ALMELO,11,100.0,100.0,91,1x35,3190,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,J.B. van Loghemstraat,7605DC,7605DC,ALMELO,27,100.0,100.0,100,1x35,2446,96.3,0.0
